3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
3.520000 7.350000 -1.570796
